BOW_Code,Species_Scientific_Name,Species_Common_Name,Total_Citation_Num,Diet_Information,Diet_Entry_Length,Diet_Citation_Num,Percentile_Total_Citation_Num,Percentile_Diet_Entry_Length,Percentile_Diet_Citation_Num,Certainty
sibbro1,Serilophus lunatus,Silver-breasted Broadbill,90,TRUE,52,3,0.892813642,0.345123208,0.852431369,0.696789406
barbro1,Cymbirhynchus macrorhynchos,Black-and-red Broadbill,78,TRUE,157,5,0.875995503,0.617352197,0.893235267,0.795527655
banbro1,Eurylaimus javanicus,Banded Broadbill,84,TRUE,148,6,0.884381149,0.607420594,0.908741685,0.800181142
baybro1,Eurylaimus ochromalus,Black-and-yellow Broadbill,54,TRUE,NA,1,0.806521128,0.834629439,0.638386583,0.759845717
sapayo1,Sapayoa aenigma,Sapayoa,25,TRUE,56,1,0.485243137,0.368359412,0.638386583,0.49732971
velasi1,Philepitta castanea,Velvet Asity,37,TRUE,102,1,0.682095006,0.532090321,0.638386583,0.61752397
schasi1,Philepitta schlegeli,Schlegel's Asity,28,TRUE,65,0,0.547221962,0.412161529,0.238920641,0.399434711
sunasi1,Neodrepanis coruscans,Common Sunbird-Asity,26,TRUE,NA,1,0.50698023,0.834723133,0.638386583,0.660029982
yebasi1,Neodrepanis hypoxantha,Yellow-bellied Sunbird-Asity,43,TRUE,74,0,0.73826478,0.452684344,0.238920641,0.476623255
whipit1,Erythropitta kochi,Whiskered Pitta,32,TRUE,NA,1,0.616040476,0.834816828,0.638386583,0.696414629
rebpit1,Erythropitta erythrogaster,Blue-breasted Pitta,66,TRUE,29,1,0.850651176,0.178956245,0.638386583,0.555998001
sanpit1,Erythropitta caeruleitorques,Sangihe Pitta,11,TRUE,5,0,0.102314251,0.025578563,0.238920641,0.122271152
siapit1,Erythropitta palliceps,Siau Pitta,9,TRUE,5,0,0.059683313,0.025578563,0.238920641,0.108060839
sulpit3,Erythropitta celebensis,Sulawesi Pitta,16,TRUE,29,0,0.244167526,0.178956245,0.238920641,0.22068147
sulpit1,Erythropitta dohertyi,Sula Pitta,23,TRUE,5,0,0.439660826,0.025578563,0.238920641,0.23472001
molpit1,Erythropitta rufiventris,North Moluccan Pitta,11,TRUE,5,0,0.102314251,0.025578563,0.238920641,0.122271152
sompit1,Erythropitta rubrinucha,South Moluccan Pitta,13,TRUE,5,0,0.155204722,0.025578563,0.238920641,0.139901309
pappit1,Erythropitta macklotii,Papuan Pitta,50,TRUE,NA,1,0.784737187,0.834910522,0.638386583,0.752678097
neipit1,Erythropitta novaehibernicae,New Ireland Pitta,10,TRUE,6,0,0.079546519,0.031996627,0.238920641,0.116821262
tabpit1,Erythropitta splendida,Tabar Pitta,9,TRUE,5,0,0.059683313,0.025578563,0.238920641,0.108060839
nebpit1,Erythropitta gazellae,New Britain Pitta,12,TRUE,35,0,0.127705425,0.22861426,0.238920641,0.198413442
loupit1,Erythropitta meeki,Louisiade Pitta,11,TRUE,5,0,0.102314251,0.025578563,0.238920641,0.122271152
blcpit1,Erythropitta venusta,Graceful Pitta,19,TRUE,NA,1,0.332240232,0.835004216,0.638386583,0.601877011
bkhpit1,Erythropitta ussheri,Black-crowned Pitta,18,TRUE,NA,1,0.302585965,0.835097911,0.638386583,0.592023486
blbpit1,Erythropitta arquata,Blue-banded Pitta,21,TRUE,12,0,0.387426216,0.051203973,0.238920641,0.225850276
garpit1,Erythropitta granatina,Garnet Pitta,57,TRUE,NA,1,0.819778881,0.835191605,0.638386583,0.764452356
earpit1,Hydrornis phayrei,Eared Pitta,35,TRUE,37,0,0.65740654,0.245526094,0.238920641,0.380617758
runpit1,Hydrornis oatesi,Rusty-naped Pitta,41,TRUE,27,0,0.720697086,0.162840813,0.238920641,0.374152847
blnpit1,Hydrornis nipalensis,Blue-naped Pitta,38,TRUE,42,0,0.692729317,0.280989413,0.238920641,0.404213123
blrpit1,Hydrornis soror,Blue-rumped Pitta,40,TRUE,25,0,0.712264593,0.147147006,0.238920641,0.366110747
giapit1,Hydrornis caeruleus,Giant Pitta,45,TRUE,NA,1,0.753677504,0.835285299,0.638386583,0.742449795
schpit1,Hydrornis schneideri,Schneider's Pitta,21,TRUE,NA,1,0.387426216,0.835378994,0.638386583,0.620397264
banpit3,Hydrornis irena,Malayan Banded-Pitta,44,TRUE,NA,1,0.746041413,0.835472688,0.638386583,0.739966895
banpit2,Hydrornis guajanus,Javan Banded-Pitta,26,TRUE,56,0,0.50698023,0.368359412,0.238920641,0.371420094
banpit4,Hydrornis schwaneri,Bornean Banded-Pitta,16,TRUE,13,0,0.244167526,0.055841844,0.238920641,0.179643337
blhpit1,Hydrornis baudii,Blue-headed Pitta,26,TRUE,NA,1,0.50698023,0.835566382,0.638386583,0.660311065
blupit1,Hydrornis cyaneus,Blue Pitta,41,TRUE,NA,1,0.720697086,0.835660077,0.638386583,0.731581249
babpit1,Hydrornis elliotii,Bar-bellied Pitta,35,TRUE,27,0,0.65740654,0.162840813,0.238920641,0.353055998
gurpit1,Hydrornis gurneyi,Gurney's Pitta,66,TRUE,NA,1,0.850651176,0.835753771,0.638386583,0.77493051
afrpit1,Pitta angolensis,African Pitta,9,TRUE,94,0,0.059683313,0.514335238,0.238920641,0.270979731
grbpit1,Pitta reichenowi,Green-breasted Pitta,35,TRUE,33,0,0.65740654,0.211280802,0.238920641,0.369202661
indpit1,Pitta brachyura,Indian Pitta,70,TRUE,NA,1,0.860910709,0.835847466,0.638386583,0.778381586
blwpit1,Pitta moluccensis,Blue-winged Pitta,83,TRUE,NA,1,0.883209969,0.83594116,0.638386583,0.785845904
faipit1,Pitta nympha,Fairy Pitta,64,TRUE,NA,1,0.845310597,0.836034854,0.638386583,0.773244011
hoopit2,Pitta sordida,Hooded Pitta,206,TRUE,109,7,0.960133046,0.548205753,0.921343577,0.809894125
azbpit1,Pitta steerii,Azure-breasted Pitta,23,TRUE,NA,1,0.439660826,0.836128549,0.638386583,0.638058653
noipit1,Pitta versicolor,Noisy Pitta,70,TRUE,NA,1,0.860910709,0.836222243,0.638386583,0.778506512
ivbpit1,Pitta maxima,Ivory-breasted Pitta,35,FALSE,0,0,0.65740654,0.008104563,0.238920641,0.301477248
elepit2,Pitta concinna,Ornate Pitta,28,TRUE,41,2,0.547221962,0.274337112,0.818654549,0.546737874
elepit7,Pitta elegans,Elegant Pitta,38,TRUE,37,1,0.692729317,0.245526094,0.638386583,0.525547331
elepit6,Pitta vigorsii,Banda Sea Pitta,27,TRUE,34,2,0.527686686,0.219853837,0.818654549,0.522065024
blfpit1,Pitta anerythra,Black-faced Pitta,20,TRUE,9,0,0.36039539,0.03860208,0.238920641,0.21263937
manpit1,Pitta megarhyncha,Mangrove Pitta,55,TRUE,NA,1,0.81148693,0.836315937,0.638386583,0.76206315
suppit1,Pitta superba,Superb Pitta,16,TRUE,33,0,0.244167526,0.211280802,0.238920641,0.231456323
raipit1,Pitta iris,Rainbow Pitta,30,TRUE,106,0,0.584231238,0.541366064,0.238920641,0.454839314
rurant1,Euchrepomis callinota,Rufous-rumped Antwren,32,TRUE,48,0,0.616040476,0.321371686,0.238920641,0.392110934
chsant1,Euchrepomis humeralis,Chestnut-shouldered Antwren,30,TRUE,170,0,0.584231238,0.630469409,0.238920641,0.484540429
yerant1,Euchrepomis sharpei,Yellow-rumped Antwren,16,TRUE,42,0,0.244167526,0.280989413,0.238920641,0.254692526
aswant1,Euchrepomis spodioptila,Ash-winged Antwren,25,TRUE,176,0,0.485243137,0.635809988,0.238920641,0.453324589
fasant1,Cymbilaimus lineatus,Fasciated Antshrike,43,TRUE,NA,1,0.73826478,0.836409632,0.638386583,0.737686998
bamant1,Cymbilaimus sanctaemariae,Bamboo Antshrike,17,TRUE,123,0,0.273728099,0.572941066,0.238920641,0.361863269
spbant3,Hypoedaleus guttatus,Spot-backed Antshrike,25,TRUE,170,0,0.485243137,0.630469409,0.238920641,0.451544396
giaant2,Batara cinerea,Giant Antshrike,26,TRUE,NA,1,0.50698023,0.836503326,0.638386583,0.66062338
latant1,Mackenziaena leachii,Large-tailed Antshrike,23,TRUE,112,0,0.439660826,0.553827415,0.238920641,0.410802961
tufant1,Mackenziaena severa,Tufted Antshrike,22,TRUE,111,0,0.413848028,0.552187764,0.238920641,0.401652144
bltant3,Frederickena viridis,Black-throated Antshrike,20,TRUE,228,0,0.36039539,0.668743559,0.238920641,0.42268653
undant2,Frederickena unduliger,Undulated Antshrike,42,TRUE,107,2,0.729316968,0.54342734,0.818654549,0.697132952
fulant1,Frederickena fulva,Fulvous Antshrike,67,TRUE,43,2,0.852712452,0.288157032,0.818654549,0.653174678
greant1,Taraba major,Great Antshrike,57,TRUE,NA,1,0.819778881,0.836597021,0.638386583,0.764920828
blcant4,Sakesphorus canadensis,Black-crested Antshrike,44,TRUE,NA,1,0.746041413,0.836690715,0.638386583,0.740372904
gloant1,Sakesphorus luctuosus,Glossy Antshrike,16,TRUE,129,0,0.244167526,0.581467254,0.238920641,0.354851807
sicant1,Sakesphoroides cristatus,Silvery-cheeked Antshrike,14,TRUE,153,1,0.183172491,0.612105312,0.638386583,0.477888129
caaant1,Radinopsyche sellowi,Caatinga Antwren,15,TRUE,250,0,0.21263937,0.67820669,0.238920641,0.3765889
whbant2,Biatas nigropectus,White-bearded Antshrike,24,TRUE,165,0,0.463084419,0.625363066,0.238920641,0.442456042
barant1,Thamnophilus doliatus,Barred Antshrike,69,TRUE,NA,1,0.858193573,0.836784409,0.638386583,0.777788188
rucant1,Thamnophilus ruficapillus,Rufous-capped Antshrike,50,TRUE,NA,1,0.784737187,0.836878104,0.638386583,0.753333958
ruwant2,Thamnophilus torquatus,Rufous-winged Antshrike,25,TRUE,NA,1,0.485243137,0.836971798,0.638386583,0.653533839
chaant1,Thamnophilus zarumae,Chapman's Antshrike,15,TRUE,33,0,0.21263937,0.211280802,0.238920641,0.220946938
bacant2,Thamnophilus multistriatus,Bar-crested Antshrike,17,TRUE,37,0,0.273728099,0.245526094,0.238920641,0.252724945
linant1,Thamnophilus tenuepunctatus,Lined Antshrike,18,TRUE,75,0,0.302585965,0.457134826,0.238920641,0.332880477
chbant2,Thamnophilus palliatus,Chestnut-backed Antshrike,37,TRUE,NA,1,0.682095006,0.837065492,0.638386583,0.71918236
colant1,Thamnophilus bernardi,Collared Antshrike,24,TRUE,79,0,0.463084419,0.471142134,0.238920641,0.391049065
wesant1,Thamnophilus atrinucha,Black-crowned Antshrike,57,TRUE,NA,1,0.819778881,0.837159187,0.638386583,0.765108217
blhant2,Thamnophilus bridgesi,Black-hooded Antshrike,21,TRUE,180,0,0.387426216,0.638620819,0.238920641,0.421655892
plwant1,Thamnophilus schistaceus,Plain-winged Antshrike,39,TRUE,184,0,0.702614073,0.642368594,0.238920641,0.527967769
mocant1,Thamnophilus murinus,Mouse-colored Antshrike,40,TRUE,NA,1,0.712264593,0.837252881,0.638386583,0.729301352
blaant1,Thamnophilus nigriceps,Black Antshrike,16,TRUE,50,0,0.244167526,0.334020425,0.238920641,0.272369531
cocant1,Thamnophilus praecox,Cocha Antshrike,15,TRUE,63,0,0.21263937,0.403729036,0.238920641,0.285096349
casant1,Thamnophilus cryptoleucus,Castelnau's Antshrike,16,TRUE,31,0,0.244167526,0.194931135,0.238920641,0.226006434
blgant2,Thamnophilus nigrocinereus,Blackish-gray Antshrike,23,TRUE,174,0,0.439660826,0.634076642,0.238920641,0.437552703
norsla1,Thamnophilus punctatus,Northern Slaty-Antshrike,39,TRUE,161,0,0.702614073,0.62180268,0.238920641,0.521112464
natsla1,Thamnophilus stictocephalus,Natterer's Slaty-Antshrike,13,TRUE,117,0,0.155204722,0.56240045,0.238920641,0.318841938
bolsla1,Thamnophilus sticturus,Bolivian Slaty-Antshrike,14,TRUE,86,0,0.183172491,0.492879228,0.238920641,0.304990787
plasla1,Thamnophilus pelzelni,Planalto Slaty-Antshrike,21,TRUE,349,0,0.387426216,0.704019488,0.238920641,0.443455448
soosla1,Thamnophilus ambiguus,Sooretama Slaty-Antshrike,21,TRUE,157,0,0.387426216,0.617352197,0.238920641,0.414566351
varant1,Thamnophilus caerulescens,Variable Antshrike,48,TRUE,NA,1,0.773072238,0.837346575,0.638386583,0.749601799
uniant2,Thamnophilus unicolor,Uniform Antshrike,24,TRUE,31,0,0.463084419,0.194931135,0.238920641,0.298978731
whsant2,Thamnophilus aethiops,White-shouldered Antshrike,38,TRUE,181,0,0.692729317,0.639510915,0.238920641,0.523720291
uplant1,Thamnophilus aroyae,Upland Antshrike,16,TRUE,65,0,0.244167526,0.412161529,0.238920641,0.298416565
blbant1,Thamnophilus melanonotus,Black-backed Antshrike,23,TRUE,NA,1,0.439660826,0.83744027,0.638386583,0.638495893
batant2,Thamnophilus melanothorax,Band-tailed Antshrike,15,TRUE,62,0,0.21263937,0.399372248,0.238920641,0.283644086
amaant2,Thamnophilus amazonicus,Amazonian Antshrike,41,TRUE,176,0,0.720697086,0.635809988,0.238920641,0.531809238
stbant1,Thamnophilus insignis,Streak-backed Antshrike,20,TRUE,79,0,0.36039539,0.471142134,0.238920641,0.356819388
acrant1,Thamnophilus divisorius,Acre Antshrike,4,TRUE,44,0,0.007355008,0.294575096,0.238920641,0.180283582
sttant1,Rhopias gularis,Star-throated Antwren,30,TRUE,NA,1,0.584231238,0.837533964,0.638386583,0.686717262
peaant1,Megastictus margaritatus,Pearly Antshrike,19,TRUE,NA,1,0.332240232,0.837627659,0.638386583,0.602751491
blabus1,Neoctantes niger,Black Bushbird,21,TRUE,204,0,0.387426216,0.655064181,0.238920641,0.427137012
rebbus1,Clytoctantes alixii,Recurve-billed Bushbird,36,TRUE,33,0,0.67005528,0.211280802,0.238920641,0.373418908
ronbus1,Clytoctantes atrogularis,Rondonia Bushbird,9,TRUE,43,1,0.059683313,0.288157032,0.638386583,0.328742309
rusant1,Thamnistes anabatinus,Russet Antshrike,161,TRUE,39,0,0.943783379,0.259252319,0.238920641,0.480652113
rufant12,Thamnistes rufescens,Rufescent Antshrike,71,TRUE,15,0,0.863159374,0.070270777,0.238920641,0.390783597
spbant5,Dysithamnus stictothorax,Spot-breasted Antvireo,28,TRUE,NA,1,0.547221962,0.837721353,0.638386583,0.674443299
plaant1,Dysithamnus mentalis,Plain Antvireo,66,TRUE,NA,1,0.850651176,0.837815047,0.638386583,0.775617602
stcant1,Dysithamnus striaticeps,Streak-crowned Antvireo,19,TRUE,108,0,0.332240232,0.545863394,0.238920641,0.372341422
spcant1,Dysithamnus puncticeps,Spot-crowned Antvireo,32,TRUE,155,0,0.616040476,0.614213436,0.238920641,0.489724851
rubant2,Dysithamnus xanthopterus,Rufous-backed Antvireo,17,TRUE,141,0,0.273728099,0.597582685,0.238920641,0.370077142
bicant4,Dysithamnus occidentalis,Bicolored Antvireo,23,TRUE,142,0,0.439660826,0.598894406,0.238920641,0.425825291
pluant3,Dysithamnus plumbeus,Plumbeous Antvireo,28,TRUE,148,0,0.547221962,0.607420594,0.238920641,0.464521066
whsant4,Dysithamnus leucostictus,White-streaked Antvireo,27,TRUE,171,0,0.527686686,0.631265811,0.238920641,0.465957713
dutant2,Thamnomanes ardesiacus,Dusky-throated Antshrike,55,TRUE,303,0,0.81148693,0.693244636,0.238920641,0.581217402
satant1,Thamnomanes saturninus,Saturnine Antshrike,18,TRUE,155,0,0.302585965,0.614213436,0.238920641,0.385240014
cinant1,Thamnomanes caesius,Cinereous Antshrike,58,TRUE,321,0,0.823901434,0.697601424,0.238920641,0.586807833
blsant1,Thamnomanes schistogynus,Bluish-slate Antshrike,33,TRUE,225,0,0.630000937,0.667150754,0.238920641,0.512024111
spfant1,Xenornis setifrons,Spiny-faced Antshrike,23,TRUE,54,0,0.439660826,0.357256629,0.238920641,0.345279365
pltant1,Isleria hauxwelli,Plain-throated Antwren,46,TRUE,407,0,0.760845123,0.714747494,0.238920641,0.571504419
rubant3,Isleria guttata,Rufous-bellied Antwren,31,TRUE,182,0,0.600768294,0.640401012,0.238920641,0.493363316
spwant2,Pygiptila stellaris,Spot-winged Antshrike,36,TRUE,295,0,0.67005528,0.691042818,0.238920641,0.53333958
chtant1,Epinecrophylla fulviventris,Checker-throated Stipplethroat,44,TRUE,383,0,0.746041413,0.710203317,0.238920641,0.565055124
brbant2,Epinecrophylla gutturalis,Brown-bellied Stipplethroat,33,TRUE,397,0,0.630000937,0.712920453,0.238920641,0.527280677
wheant1,Epinecrophylla leucophthalma,White-eyed Stipplethroat,32,TRUE,441,0,0.616040476,0.719900684,0.238920641,0.524953934
rubsti1,Epinecrophylla haematonota,Rufous-backed Stipplethroat,29,TRUE,NA,1,0.566148224,0.837908742,0.638386583,0.680814516
madant1,Epinecrophylla amazonica,Rio Madeira Stipplethroat,15,TRUE,437,0,0.21263937,0.719338518,0.238920641,0.39029951
fooant1,Epinecrophylla spodionota,Foothill Stipplethroat,19,TRUE,248,0,0.332240232,0.677410288,0.238920641,0.416190387
ornant1,Epinecrophylla ornata,Ornate Stipplethroat,49,TRUE,72,0,0.779396608,0.445563572,0.238920641,0.487960274
rutant3,Epinecrophylla erythrura,Rufous-tailed Stipplethroat,25,TRUE,185,0,0.485243137,0.643071301,0.238920641,0.455745026
pygant1,Myrmotherula brachyura,Pygmy Antwren,39,TRUE,172,0,0.702614073,0.632249602,0.238920641,0.524594772
mouant,Myrmotherula ignota,Moustached Antwren,29,TRUE,172,0,0.566148224,0.632249602,0.238920641,0.479106156
yetant1,Myrmotherula ambigua,Yellow-throated Antwren,16,TRUE,130,0,0.244167526,0.582872669,0.238920641,0.355320279
sclant1,Myrmotherula sclateri,Sclater's Antwren,32,TRUE,156,0,0.616040476,0.615712546,0.238920641,0.490224554
guista1,Myrmotherula surinamensis,Guianan Streaked-Antwren,28,TRUE,NA,1,0.547221962,0.838002436,0.638386583,0.674536994
amasta1,Myrmotherula multostriata,Amazonian Streaked-Antwren,30,TRUE,130,0,0.584231238,0.582872669,0.238920641,0.468674849
pacant,Myrmotherula pacifica,Pacific Antwren,21,TRUE,96,0,0.387426216,0.519019957,0.238920641,0.381788938
cheant1,Myrmotherula cherriei,Cherrie's Antwren,23,TRUE,132,0,0.439660826,0.586339361,0.238920641,0.421640276
klaant1,Myrmotherula klagesi,Klages's Antwren,15,TRUE,246,0,0.21263937,0.676473344,0.238920641,0.376011118
stcant4,Myrmotherula longicauda,Stripe-chested Antwren,21,TRUE,17,0,0.387426216,0.083762766,0.238920641,0.236703207
whfant2,Myrmotherula axillaris,White-flanked Antwren,104,TRUE,NA,1,0.90799213,0.83809613,0.638386583,0.794824948
slaant1,Myrmotherula schisticolor,Slaty Antwren,36,TRUE,276,0,0.67005528,0.685842781,0.238920641,0.531606234
risant1,Myrmotherula sunensis,Rio Suno Antwren,18,TRUE,176,0,0.302585965,0.635809988,0.238920641,0.392438864
salant1,Myrmotherula minor,Salvadori's Antwren,23,TRUE,262,0,0.439660826,0.682048159,0.238920641,0.453543209
lowant1,Myrmotherula longipennis,Long-winged Antwren,62,TRUE,412,0,0.839220463,0.715778132,0.238920641,0.597973078
batant3,Myrmotherula urosticta,Band-tailed Antwren,20,TRUE,253,0,0.36039539,0.679049939,0.238920641,0.42612199
iheant1,Myrmotherula iheringi,Ihering's Antwren,34,TRUE,277,0,0.643867704,0.686217558,0.238920641,0.523001968
rdjant2,Myrmotherula fluminensis,Rio de Janeiro Antwren,15,TRUE,26,0,0.21263937,0.154970486,0.238920641,0.202176833
ashant1,Myrmotherula grisea,Ashy Antwren,21,TRUE,163,0,0.387426216,0.623817109,0.238920641,0.416721322
uniant1,Myrmotherula unicolor,Unicolored Antwren,25,TRUE,280,0,0.485243137,0.687622974,0.238920641,0.470595584
alaant1,Myrmotherula snowi,Alagoas Antwren,23,TRUE,23,0,0.439660826,0.130703645,0.238920641,0.269761704
plwant2,Myrmotherula behni,Plain-winged Antwren,20,TRUE,168,0,0.36039539,0.62878291,0.238920641,0.409366314
gryant1,Myrmotherula menetriesii,Gray Antwren,65,TRUE,209,0,0.847980886,0.657968706,0.238920641,0.581623411
leaant1,Myrmotherula assimilis,Leaden Antwren,17,TRUE,24,0,0.273728099,0.13843343,0.238920641,0.21702739
banant2,Dichrozona cincta,Banded Antbird,21,TRUE,99,0,0.387426216,0.526047035,0.238920641,0.384131297
stbant2,Myrmorchilus strigilatus,Stripe-backed Antbird,22,TRUE,84,0,0.413848028,0.48702333,0.238920641,0.379930666
bahant1,Herpsilochmus pileatus,Bahia Antwren,13,TRUE,64,0,0.155204722,0.408132671,0.238920641,0.267419345
blcant2,Herpsilochmus atricapillus,Black-capped Antwren,27,TRUE,252,0,0.527686686,0.678768856,0.238920641,0.481792061
mapant1,Herpsilochmus praedictus,Predicted Antwren,4,TRUE,58,0,0.007355008,0.380305444,0.238920641,0.208860364
ajpant1,Herpsilochmus stotzi,Aripuana Antwren,7,TRUE,52,0,0.030638059,0.345123208,0.238920641,0.204893969
crbant1,Herpsilochmus motacilloides,Creamy-bellied Antwren,13,TRUE,42,0,0.155204722,0.280989413,0.238920641,0.225038259
astant1,Herpsilochmus parkeri,Ash-throated Antwren,18,TRUE,48,0,0.302585965,0.321371686,0.238920641,0.287626097
sptant1,Herpsilochmus sticturus,Spot-tailed Antwren,19,TRUE,120,0,0.332240232,0.568209501,0.238920641,0.379790125
dugant1,Herpsilochmus dugandi,Dugand's Antwren,13,TRUE,199,0,0.155204722,0.652393891,0.238920641,0.348839751
todant1,Herpsilochmus stictocephalus,Todd's Antwren,15,TRUE,159,0,0.21263937,0.620069334,0.238920641,0.357209782
ancant1,Herpsilochmus gentryi,Ancient Antwren,12,TRUE,144,0,0.127705425,0.601611543,0.238920641,0.32274587
spbant4,Herpsilochmus dorsimaculatus,Spot-backed Antwren,18,TRUE,147,0,0.302585965,0.606062026,0.238920641,0.382522877
rorant1,Herpsilochmus roraimae,Roraiman Antwren,16,TRUE,163,0,0.244167526,0.623817109,0.238920641,0.368968425
pecant1,Herpsilochmus pectoralis,Pectoral Antwren,18,TRUE,NA,1,0.302585965,0.838189825,0.638386583,0.593054124
labant1,Herpsilochmus longirostris,Large-billed Antwren,21,TRUE,NA,1,0.387426216,0.838283519,0.638386583,0.621365439
yebant2,Herpsilochmus axillaris,Yellow-breasted Antwren,22,TRUE,122,0,0.413848028,0.571535651,0.238920641,0.40810144
ruwant3,Herpsilochmus frater,Rusty-winged Antwren,252,TRUE,58,2,0.973343952,0.380305444,0.818654549,0.724101315
ruwant4,Herpsilochmus rufimarginatus,Rufous-margined Antwren,60,TRUE,49,3,0.832240232,0.328164527,0.852431369,0.670945376
dowant1,Microrhopias quixensis,Dot-winged Antwren,78,TRUE,NA,1,0.875995503,0.838377214,0.638386583,0.7842531
nabant1,Formicivora iheringi,Narrow-billed Antwren,29,TRUE,380,0,0.566148224,0.709641151,0.238920641,0.504903339
blhant4,Formicivora erythronotos,Black-hooded Antwren,34,TRUE,NA,1,0.643867704,0.838470908,0.638386583,0.706908398
whfant1,Formicivora grisea,White-fringed Antwren,75,TRUE,NA,1,0.870608076,0.838564602,0.638386583,0.782519754
serant1,Formicivora serrana,Serra Antwren,30,TRUE,68,1,0.584231238,0.427340017,0.638386583,0.549985946
resant1,Formicivora littoralis,Restinga Antwren,39,TRUE,59,2,0.702614073,0.385552328,0.818654549,0.635606983
blbant2,Formicivora melanogaster,Black-bellied Antwren,17,TRUE,243,0,0.273728099,0.675161623,0.238920641,0.395936788
rubant4,Formicivora rufa,Rusty-backed Antwren,39,TRUE,218,0,0.702614073,0.663356132,0.238920641,0.534963615
sinant1,Formicivora grantsaui,Sincora Antwren,4,TRUE,NA,1,0.007355008,0.838658297,0.638386583,0.494799963
parant1,Formicivora acutirostris,Marsh Antwren,68,TRUE,28,1,0.855101658,0.171226459,0.638386583,0.5549049
ferant1,Drymophila ferruginea,Ferruginous Antbird,25,TRUE,281,0,0.485243137,0.68785721,0.238920641,0.470673663
berant1,Drymophila rubricollis,Bertoni's Antbird,18,TRUE,NA,1,0.302585965,0.838751991,0.638386583,0.593241513
rutant1,Drymophila genei,Rufous-tailed Antbird,21,TRUE,NA,1,0.387426216,0.838845685,0.638386583,0.621552828
ocrant1,Drymophila ochropyga,Ochre-rumped Antbird,30,TRUE,NA,1,0.584231238,0.83893938,0.638386583,0.687185733
dutant1,Drymophila malura,Dusky-tailed Antbird,25,TRUE,193,0,0.485243137,0.648505575,0.238920641,0.457556451
scaant2,Drymophila squamata,Scaled Antbird,28,TRUE,NA,1,0.547221962,0.839033074,0.638386583,0.67488054
strant2,Drymophila devillei,Striated Antbird,33,TRUE,28,0,0.630000937,0.171226459,0.238920641,0.346716012
lotant1,Drymophila caudata,East Andean Antbird,15,TRUE,18,0,0.21263937,0.09050876,0.238920641,0.180689591
klaant2,Drymophila klagesi,Klages's Antbird,21,TRUE,29,0,0.387426216,0.178956245,0.238920641,0.268434367
samant2,Drymophila hellmayri,Santa Marta Antbird,14,TRUE,NA,1,0.183172491,0.839126768,0.638386583,0.553561948
sthant1,Drymophila striaticeps,Streak-headed Antbird,22,TRUE,NA,1,0.413848028,0.839220463,0.638386583,0.630485025
guiwaa1,Hypocnemis cantator,Guianan Warbling-Antbird,45,TRUE,NA,1,0.753677504,0.839314157,0.638386583,0.743792748
imewaa1,Hypocnemis flavescens,Imeri Warbling-Antbird,18,TRUE,103,0,0.302585965,0.534245292,0.238920641,0.358583966
perwaa1,Hypocnemis peruviana,Peruvian Warbling-Antbird,39,TRUE,88,0,0.702614073,0.498922515,0.238920641,0.48015241
yebwaa1,Hypocnemis subflava,Yellow-breasted Warbling-Antbird,39,TRUE,131,0,0.702614073,0.584324932,0.238920641,0.508619882
ronwaa1,Hypocnemis ochrogyna,Rondonia Warbling-Antbird,23,TRUE,25,0,0.439660826,0.147147006,0.238920641,0.275242825
spiwaa1,Hypocnemis striata,Spix's Warbling-Antbird,26,TRUE,NA,1,0.50698023,0.839407852,0.638386583,0.661591555
manwaa1,Hypocnemis rondoni,Manicore Warbling-Antbird,5,TRUE,53,0,0.012273962,0.350979106,0.238920641,0.20072457
yebant3,Hypocnemis hypoxantha,Yellow-browed Antbird,20,TRUE,19,0,0.36039539,0.098238546,0.238920641,0.232518192
orbant1,Terenura sicki,Orange-bellied Antwren,29,TRUE,235,0,0.566148224,0.671460695,0.238920641,0.49217652
stcant3,Terenura maculata,Streak-capped Antwren,21,TRUE,229,0,0.387426216,0.669399419,0.238920641,0.431915425
wilant1,Cercomacroides laeta,Willis's Antbird,14,TRUE,149,0,0.183172491,0.608685468,0.238920641,0.343592867
parant2,Cercomacroides parkeri,Parker's Antbird,11,TRUE,34,0,0.102314251,0.219853837,0.238920641,0.187029576
dusant1,Cercomacroides tyrannina,Dusky Antbird,80,TRUE,292,0,0.878759487,0.690668041,0.238920641,0.602782723
blaant2,Cercomacroides serva,Black Antbird,28,TRUE,214,0,0.547221962,0.661107467,0.238920641,0.48241669
blaant4,Cercomacroides nigrescens,Blackish Antbird,42,TRUE,NA,1,0.729316968,0.839501546,0.638386583,0.735735032
blaant5,Cercomacroides fuscicauda,Riparian Antbird,29,TRUE,13,0,0.566148224,0.055841844,0.238920641,0.286970236
manant1,Cercomacra manu,Manu Antbird,29,TRUE,29,0,0.566148224,0.178956245,0.238920641,0.32800837
gryant2,Cercomacra cinerascens,Gray Antbird,54,TRUE,250,0,0.806521128,0.67820669,0.238920641,0.574549486
rdjant1,Cercomacra brasiliana,Rio de Janeiro Antbird,14,TRUE,311,0,0.183172491,0.695212218,0.238920641,0.372435117
magant1,Cercomacra melanaria,Mato Grosso Antbird,22,TRUE,278,0,0.413848028,0.68668603,0.238920641,0.4464849
banant1,Cercomacra ferdinandi,Bananal Antbird,17,TRUE,63,0,0.273728099,0.403729036,0.238920641,0.305459259
